"Participant","Duration.x","Date.x","Image_Action.x","Image_People.x","Image_Emotion.x","Image_Vivid.x","Rater2.x","Q1","Q2","Q3","Q4","Q1.new","Q2.new","Q3.new","Q4.new","Steps","Effective","Concrete","Emotion"
1169,1725,"21/05/2020 22:38","Sometimes","Sometimes","Sometimes","No image at all, you only “know” that you are thinking of the object","KH",3,2,3,3,1.5,1,1.5,1.5,1.5,1,1.5,1.5
1170,742,"21/05/2020 23:18","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1171,123,"21/05/2020 23:32","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1172,29,"22/05/2020 0:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1173,105,"22/05/2020 0:15","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1174,853,"22/05/2020 1:02","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",1,3,2,4,1,3,2,4,1,3,2,4
1175,24211,"22/05/2020 1:04","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1176,1776,"22/05/2020 1:33","","","","","",3,4,2,5,3,4,2,5,3,4,2,5
1177,59,"22/05/2020 2:30","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1178,699,"22/05/2020 7:52","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1179,208,"22/05/2020 13:32","","","","","AM",0,0,0,0,0,0,0,0,0,0,0,0
1180,1467,"22/05/2020 14:34","Most of the time","About half the time","Most of the time","Clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
1181,773,"22/05/2020 17:39","All/almost all of the time","All/almost all of the time","Not at all","Perfectly clear and lively as real seeing","JL",8,7,8,6,4,3.5,4,3,4,3.5,4,3
1182,2880,"22/05/2020 20:45","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","JL",3,3,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1183,1071,"22/05/2020 21:37","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",1,1,1,3,1,1,1,3,1,1,1,3
1184,615,"22/05/2020 22:01","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1185,40,"22/05/2020 22:30","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1186,18,"22/05/2020 22:44","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1187,29,"23/05/2020 0:00","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1188,6191,"23/05/2020 3:02","Not at all","Not at all","Not at all","Moderately clear and lively","",2,3,2,3,2,3,2,3,2,3,2,3
1189,1164,"23/05/2020 5:30","About half the time","Most of the time","Sometimes","Moderately clear and lively","",3,3,2,3.5,3,3,2,3.5,3,3,2,3.5
1190,166078,"23/05/2020 6:07","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1191,4407,"23/05/2020 7:07","Sometimes","Sometimes","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1192,558,"23/05/2020 12:22","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1193,726,"23/05/2020 16:00","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1194,121,"23/05/2020 19:36","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1195,700,"23/05/2020 21:28","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1196,551,"23/05/2020 21:33","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",1,2,1,3,1,2,1,3,1,2,1,3
1197,2683,"23/05/2020 22:20","About half the time","About half the time","Most of the time","Clear and lively","",2,3,4,3,2,3,4,3,2,3,4,3
1198,772,"24/05/2020 0:55","Not at all","All/almost all of the time","Most of the time","Moderately clear and lively","",6,3,1,3,6,3,1,3,6,3,1,3
1199,1317,"24/05/2020 1:22","Not at all","Sometimes","Sometimes","Moderately clear and lively","",1,2,2,4,1,2,2,4,1,2,2,4
1200,651,"24/05/2020 2:00","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1201,3943,"24/05/2020 2:37","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1202,1111,"24/05/2020 3:05","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1203,1181,"24/05/2020 5:40","Sometimes","Sometimes","Not at all","Dim & vague, flat","JS",3,4,4,3,1.5,2,2,1.5,1.5,2,2,1.5
1204,2607,"24/05/2020 6:01","Not at all","All/almost all of the time","Most of the time","Clear and lively","",2,3,2,4,2,3,2,4,2,3,2,4
1205,177,"24/05/2020 6:28","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1206,5165,"24/05/2020 8:54","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",3,3,2,3,3,3,2,3,3,3,2,3
1207,251916,"24/05/2020 15:52","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",0,0,0,3,0,0,0,3,0,0,0,3
1208,124,"24/05/2020 17:07","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1209,1372,"24/05/2020 17:28","","","","","JS",0,0,0,0,0,0,0,0,0,0,0,0
1210,1551,"24/05/2020 18:19","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1211,2603,"24/05/2020 22:00","All/almost all of the time","Sometimes","About half the time","Moderately clear and lively","",5,3,3,3,5,3,3,3,5,3,3,3
1212,2269,"24/05/2020 23:53","Sometimes","About half the time","Not at all","Moderately clear and lively","",6,4,4,3,6,4,4,3,6,4,4,3
1213,2958,"25/05/2020 1:17","Sometimes","Sometimes","About half the time","Dim & vague, flat","",6,4,5,4,6,4,5,4,6,4,5,4
1214,1322,"25/05/2020 5:16","Most of the time","Most of the time","All/almost all of the time","No image at all, you only “know” that you are thinking of the object","",6,4,3,2,6,4,3,2,6,4,3,2
1215,75,"25/05/2020 5:38","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1216,33,"25/05/2020 6:10","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1217,492,"25/05/2020 7:04","","","","","KH",0,0,0,0,0,0,0,0,0,0,0,0
1218,385,"25/05/2020 8:37","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1219,1241,"25/05/2020 16:47","About half the time","About half the time","Most of the time","Clear and lively","JL",4,6,5,7,2,3,2.5,3.5,2,3,2.5,3.5
1220,1271,"25/05/2020 17:09","About half the time","About half the time","About half the time","Moderately clear and lively","LL",0,0,0,0,0,0,0,0,0,0,0,0
1221,1522,"25/05/2020 17:40","Most of the time","Most of the time","Most of the time","Clear and lively","",8,5,5,5,8,5,5,5,8,5,5,5
1222,1201,"25/05/2020 17:58","About half the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",6,2,2,3,6,2,2,3,6,2,2,3
1223,125,"25/05/2020 20:54","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1224,1116,"26/05/2020 0:56","","","","","LL",0,0,0,0,0,0,0,0,0,0,0,0
1225,209,"26/05/2020 1:25","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1226,1563,"26/05/2020 4:06","About half the time","Most of the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1227,2468,"26/05/2020 4:57","Sometimes","Most of the time","All/almost all of the time","Dim & vague, flat","",4,5,4,3,4,5,4,3,4,5,4,3
1228,1093,"26/05/2020 6:20","Most of the time","All/almost all of the time","All/almost all of the time","Clear and lively","AM",3,5,6,7,1.5,2.5,3,3.5,1.5,2.5,3,3.5
1229,32,"26/05/2020 14:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1230,788,"26/05/2020 17:49","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",4,3,2,3,4,3,2,3,4,3,2,3
1231,3258,"26/05/2020 18:24","Not at all","Sometimes","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1232,1429,"26/05/2020 18:49","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",1,2,4,2,1,2,4,2,1,2,4,2
1233,916,"26/05/2020 19:32","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",3,4,4,3,3,4,4,3,3,4,4,3
1234,1089,"26/05/2020 22:02","","","","","AM",0,0,0,0,0,0,0,0,0,0,0,0
1235,1425,"26/05/2020 23:09","Not at all","Not at all","Not at all","Perfectly clear and lively as real seeing","JL",7,6,6,7,3.5,3,3,3.5,3.5,3,3,3.5
1236,1043,"27/05/2020 0:43","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1237,1403,"27/05/2020 6:38","Most of the time","About half the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1238,4303,"27/05/2020 18:58","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
1239,4745,"28/05/2020 5:32","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
1240,2632,"28/05/2020 19:40","Most of the time","Most of the time","Most of the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
1241,3191,"28/05/2020 23:33","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1242,574,"28/05/2020 23:46","","","","","LL",0,0,0,0,0,0,0,0,0,0,0,0
1243,3234,"29/05/2020 8:44","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",2,3,4,3,2,3,4,3,2,3,4,3
1244,1277370,"29/05/2020 19:32","About half the time","Sometimes","Sometimes","Moderately clear and lively","JL",4,6,7,7,2,3,3.5,3.5,2,3,3.5,3.5
1245,60,"29/05/2020 21:56","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1246,2493,"29/05/2020 23:01","About half the time","About half the time","Most of the time","Clear and lively","",2,4,5,3,2,4,5,3,2,4,5,3
1247,980,"31/05/2020 17:46","Not at all","Most of the time","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1248,1916,"1/06/2020 23:30","About half the time","Sometimes","Most of the time","Moderately clear and lively","LL",0,0,0,0,0,0,0,0,0,0,0,0
1249,281,"2/06/2020 20:33","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1250,1565,"3/06/2020 0:29","Sometimes","About half the time","About half the time","Moderately clear and lively","",4,3,3,3,4,3,3,3,4,3,3,3
1251,525,"3/06/2020 5:34","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1252,412,"4/06/2020 19:58","Not at all","Most of the time","About half the time","Moderately clear and lively","LL",3,3,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1253,397,"5/06/2020 0:08","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1254,794,"5/06/2020 6:53","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1255,2436,"5/06/2020 22:33","","","","","",1,2,1,2,1,2,1,2,1,2,1,2
1256,1469,"6/06/2020 4:53","Not at all","Most of the time","About half the time","Clear and lively","LL",0,0,0,0,0,0,0,0,0,0,0,0
1257,1561,"8/06/2020 18:43","Sometimes","About half the time","About half the time","Clear and lively","",4,2,2,3,4,2,2,3,4,2,2,3
1258,1420,"9/06/2020 1:35","Not at all","Sometimes","About half the time","Moderately clear and lively","",3,3,1,3,3,3,1,3,3,3,1,3
1259,1406,"9/06/2020 21:23","Not at all","Not at all","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1260,4157,"9/06/2020 23:40","Sometimes","Sometimes","Sometimes","Clear and lively","",3,5,4,3,3,5,4,3,3,5,4,3
1261,1100,"11/06/2020 21:29","Most of the time","Most of the time","Most of the time","Clear and lively","",10,5,5,3,10,5,5,3,10,5,5,3
1262,87,"15/06/2020 6:50","","","","","CP",0,0,0,0,0,0,0,0,0,0,0,0
1263,4837,"16/06/2020 3:04","Most of the time","All/almost all of the time","All/almost all of the time","Moderately clear and lively","KH",0,1,1,3,0,0.5,0.5,1.5,0,0.5,0.5,1.5
1264,1331,"18/06/2020 23:46","Most of the time","Most of the time","All/almost all of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
1265,25,"21/06/2020 0:23","","","","","LL",0,0,0,0,0,0,0,0,0,0,0,0
1266,200,"22/06/2020 23:36","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1267,601111,"23/06/2020 0:46","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1268,1387,"27/06/2020 1:46","Most of the time","All/almost all of the time","About half the time","Clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
1269,996,"28/06/2020 1:21","Sometimes","Sometimes","Most of the time","Clear and lively","",3,3,4,3,3,3,4,3,3,3,4,3
